"","Symbol","HET_ZN_E138_17_S23_rev.normalised","HET_ZN_E141_15_S21_rev.normalised","HET_ZN_E142_19_S25_rev.normalised","HET_ZN_E181_23_S29_rev.normalised","HET_ZN_E54_3_S9_rev.normalised","HET_ZN_E55_7_S13_rev.normalised","HET_ZN_E79_11_S17_rev.normalised","WT_ZN_E158_21_S27_rev.normalised","WT_ZN_E56_1_S7_rev.normalised","WT_ZN_E81_5_S11_rev.normalised","WT_ZN_E82_9_S15_rev.normalised","WT_ZN_E83_13_S19_rev.normalised","gene_symbol"
"43508","S100a9",13.3,10.9,5.5,4.1,8.5,10.6,10.1,15.9,14.2,4,15.8,19.3,"S100A9"
"43509","S100b",2368.6,1904.7,2265.2,2114.9,2058.7,2579.2,2432.1,2567.8,2526.5,2569,2208.9,2154.4,"S100B"
"43510","S100g",0,0,0,0.8,0,0,0,0,0,0,0,0,"S100G"
"43511","S100pbp",798.4,835.4,1044.1,866.7,892.2,712.3,737.3,1074.5,729.4,769.4,811.4,875.1,"S100PBP"
"43512","S100z",0,0,0,0,0,0,0,0,0,0,0,0,"S100Z"
"43513","S1pr1",3395.4,2548.8,3702.2,3201.5,2867.1,2897.1,2819.2,4459,3247.8,3118.6,2507.3,3043.9,"S1PR1"
"43514","S1pr2",39.8,31.7,38.7,42.2,18.2,43.6,31.3,19.9,39.6,35,29.2,60.9,"S1PR2"
"43515","S1pr3",160.2,246,143,209.4,140.8,145.7,164,157.2,162.5,146.9,124.3,169.2,"S1PR3"
"43516","S1pr4",9.5,9.8,0,8.9,3.6,4.3,6.5,9,9.1,3,4.9,3.9,"S1PR4"
"43517","S1pr5",347,309.4,369.9,321.4,337.4,378.5,334.5,440.7,405.3,378.7,325.3,333.6,"S1PR5"
"43518","Saa1",3.8,1.1,0,0.8,3.6,0,3.7,1,1,0,0,1,"SAA1"
"43519","Saa2",0.9,0,0,0,0,1.1,0,0,0,1,0,0,"SAA2"
"43520","Saa3",0,0,0,0,0,0,0,0,0,4,0,0,"SAA3"
"43521","Saa4",0,0,0,0,0,0,0,0,0,0,0,0,"SAA4"
"43522","Saal1",237,211,166,205.3,235.5,240.3,282.9,214.9,247.9,231.8,244.9,229.2,"SAAL1"
"43523","Saa-ps",0,0,0,0,0,0,0,0,0,0,0,0,"SAA-PS"
"43524","Sac3d1",186.8,166.2,95,147.7,120.2,177.5,137.3,90.5,187.9,190.9,232.7,158.6,"SAC3D1"
"43525","Sacm1l",1288.6,1215.9,1588.2,943,1059.7,850.5,1099.5,1390.8,1162.2,930.3,1021,1138.1,"SACM1L"
"43526","Sacs",1636.6,1524.2,2234.8,1399.9,1792.8,1382.1,1661.6,2002.7,1419.2,1610.7,1585.1,1549,"SACS"
"43527","Sae1",1349.3,1198.4,1027.5,993.3,1227.2,1172.6,1298.5,1118.2,1353.2,1292,1271.9,1184.5,"SAE1"
"43528","Safb",4004.2,3929.8,4365.4,4391.2,3993.5,4282.3,3972.1,4403.3,4009.7,3818,4323.9,4032.2,"SAFB"
"43529","Safb2",3256.1,3138.1,3618.3,3637.3,3313.8,4038.9,3289.2,3427.4,3620.7,2888.8,3920.6,3553.5,"SAFB2"
"43530","Sag",41.7,37.2,23.1,48.7,49.8,37.2,35.9,24.9,56.9,32,36.6,37.7,"SAG"
"43531","Sall1",655.2,704.2,778.4,772.6,696.7,654.9,636.8,697.4,534.4,655.5,516.6,703,"SALL1"
"43532","Sall2",1657.4,2040.3,1726.6,1841.4,2078.1,1891.3,1872.7,1588.8,1739.2,2213.3,1854.3,1917.4,"SALL2"
"43533","Sall3",86.3,120.3,124.5,157.4,150.5,118,167.7,116.4,128,139.9,97.5,121.8,"SALL3"
"43534","Sall4",5.7,8.7,21.2,6.5,12.1,12.8,13.8,9,9.1,21,15.8,11.6,"SALL4"
"43535","Samd1",601.1,560.9,680.7,793.7,631.2,967.5,642.4,632.7,858.4,877.3,742,709.7,"SAMD1"
"43536","Samd10",427.6,333.5,413.2,376.6,394.5,392.3,347.4,408.9,377.9,379.7,335,317.2,"SAMD10"
"43537","Samd11",58.8,42.6,47,69.8,72.8,51,58.1,51.7,80.3,71.9,57.3,45.4,"SAMD11"
"43538","Samd12",37,39.4,62.7,46.3,35.2,15.9,32.3,28.9,20.3,36,26.8,44.5,"SAMD12"
"43539","Samd13",0,0,0,0.8,0,0,0,0,1,3,0,1,"SAMD13"
"43540","Samd14",1021.2,1321.9,973.1,1405.6,1417.8,1534.1,1520.6,989.9,1041.3,1682.7,1420.6,1361.5,"SAMD14"
"43541","Samd15",38.9,61.2,48.9,46.3,23.1,36.1,54.4,66.7,40.6,44,48.7,51.2,"SAMD15"
"43542","Samd3",8.5,26.2,3.7,14.6,8.5,39.3,9.2,5,48.8,39,8.5,55.1,"SAMD3"
"43543","Samd4",545.2,477.8,601.4,693.9,450.3,549.6,529,699.4,603.4,380.7,386.2,568.6,"SAMD4"
"43544","Samd4b",1889.7,1785.6,2247.7,2424.9,2260.2,2211.3,1685.6,2036.5,1816.4,2513,2061.4,2357.4,"SAMD4B"
"43545","Samd5",102.4,103.9,143,116.9,100.7,40.4,47,88.5,70.1,81.9,35.3,90.9,"SAMD5"
"43546","Samd7",0.9,2.2,0,0,1.2,0,0,0,0,1,0,0,"SAMD7"
"43547","Samd8",1202.3,1253.1,1825.3,1296,1359.5,1203.5,1327.1,1887.3,1447.7,1233,1281.7,1199,"SAMD8"
"43548","Samd9l",92,119.2,88.5,103.1,77.7,64.9,86.6,83.6,104.6,40,54.8,86.1,"SAMD9L"
"43549","Samhd1",453.2,391.4,515.6,482.1,468.5,430.6,429.5,576,426.7,401.7,421.5,431.3,"SAMHD1"
"43550","Samm50",1098.9,1101.1,669.6,775,1035.4,962.1,983.3,546.2,959,1051.2,1023.4,1009.5,"SAMM50"
"43551","Samsn1",20.9,20.8,50.7,23.5,17,13.8,42.4,16.9,18.3,15,20.7,18.4,"SAMSN1"
"43552","Samt1",0,0,0,0,0,0,0,0,0,0,0,0,"SAMT1"
"43553","Samt2",0,0,0,0,0,0,0,0,0,0,0,0,"SAMT2"
"43554","Samt3",0,0,0,0,0,0,0,0,0,0,0,0,"SAMT3"
"43555","Samt4",0,0,0,0,0,0,0,0,0,0,0,0,"SAMT4"
"43556","Sap130",1391.9,1445.5,1651.9,1709.1,1496.7,1195,1218.4,1595.8,1128.7,1505.8,1127,1390.5,"SAP130"
"43557","Sap18",1129.3,1030,1090.2,1073.7,1172.6,1088.7,1290.2,1196.8,1210.9,1200.1,1310.9,1079.1,"SAP18"
"43558","Sap18b",17.1,5.5,11.1,10.6,23.1,11.7,22.1,10.9,9.1,15,8.5,13.5,"SAP18B"
"43559","Sap25",0.9,0,0,0,0,0,0,0,0,0,0,0,"SAP25"
"43560","Sap30",108.1,102.8,82.1,96.6,97.1,134,68.2,144.3,112.8,130.9,142.5,134.4,"SAP30"
"43561","Sap30bp",1187.1,1105.4,1078.2,1145.9,1246.6,1188.6,1106.8,1046.6,1166.2,1275,1144,1192.2,"SAP30BP"
"43562","Sap30bpos",13.3,23,18.4,32.5,10.9,48.9,44.2,35.8,37.6,20,17.1,28,"SAP30BPOS"
"43563","Sap30l",276.9,321.5,249,266.2,324.1,347.6,288.5,203,346.4,308.8,361.8,279.4,"SAP30L"
"43564","Sapcd1",13.3,3.3,1.8,4.9,17,8.5,7.4,3,8.1,5,1.2,9.7,"SAPCD1"
"43565","Sapcd2",28.4,44.8,34.1,37.3,23.1,39.3,40.6,16.9,34.5,36,42.6,25.1,"SAPCD2"
"43566","Sar1a",1520.9,1514.4,1301.4,1227.9,1438.4,1253.4,1522.5,1286.4,1538.1,1472.9,1493.7,1492,"SAR1A"
"43567","Sar1b",578.4,594.8,643.8,605.4,600.8,677.2,702.3,718.3,813.7,633.5,717.6,636.2,"SAR1B"
"43568","Saraf",2944.1,2934.7,1933.2,2511.7,2789.4,3067.2,3115.9,1947,2636.3,3261.5,3454,3056.5,"SARAF"
"43569","Sardh",224.7,224.2,160.5,263.8,197.9,233.9,205.5,143.3,183.9,252.8,209.6,231.1,"SARDH"
"43570","Sardhos",0,0,0,0,0,0,0,0,0,0,0,0,"SARDHOS"
"43571","Sarm1",890.3,811.3,849.5,951.1,983.2,1000.4,836.8,782,849.3,1058.2,889.4,932.1,"SARM1"
"43572","Sarnp",461.8,426.4,621.6,366.8,479.5,493.3,528.1,539.2,532.3,478.6,455.7,450.6,"SARNP"
"43573","Sars",3244.7,2865.9,3520.5,3234,3276.1,3355.3,3417.3,3636.3,3440.8,3636.2,3194.5,2984,"SARS"
"43574","Sars2",263.6,259.1,172.5,289.7,293.7,341.3,288.5,226.8,241.8,313.8,281.4,285.2,"SARS2"
"43575","Sart1",1779.7,1644.5,1391.8,1594.7,1687.2,1921.1,1706.8,1436.6,1649.8,1713.7,2055.3,1615.8,"SART1"
"43576","Sart3",1243.1,1264,1198.1,1188.9,1222.3,1448,1235.9,1120.2,1175.4,1277,1416.9,1308.3,"SART3"
"43577","Sash1",1787.3,1910.2,2058.6,2062.9,2082.9,1528.8,1723.4,1692.3,1498.4,1659.7,1352.4,1909.7,"SASH1"
"43578","Sash3",53.1,37.2,31.4,30.8,53.4,46.8,37.8,34.8,47.7,37,50,50.3,"SASH3"
"43579","Sass6",118.5,86.4,153.1,116.1,89.8,120.1,102.3,144.3,138.2,110.9,92.6,99.6,"SASS6"
"43580","Sat1",602.1,457,682.5,445.5,361.7,507.1,506.9,788.9,601.4,509.6,553.1,548.3,"SAT1"
"43581","Sat2",230.4,267.9,250.9,194.8,322.9,245.6,317,181.1,232.6,232.8,261.9,266.9,"SAT2"
"43582","Satb1",2138.1,1334,2382.4,1693.7,2029.5,1255.6,1235.9,2555.8,1833.7,1384.9,1169.6,1549,"SATB1"
"43583","Satb2",709.2,266.8,433.5,384.7,401.8,310.4,174.2,615.8,352.5,259.8,224.2,270.7,"SATB2"
"43584","Satl1",0,0,0,0,0,0,0,0,0,0,0,0,"SATL1"
"43585","Sav1",324.3,342.2,404.9,456.1,350.8,383.8,380.6,444.7,364.7,344.7,369.2,413.9,"SAV1"
"43586","Saxo1",0,0,0,0,0,1.1,0,0,0,0,0,0,"SAXO1"
"43587","Saxo1os",0,0,0,0,0,0,0,0,0,0,0,0,"SAXO1OS"
"43588","Saxo2",79.6,79.8,75.6,81.2,64.3,86.1,104.1,88.5,102.6,57,104.8,94.8,"SAXO2"
"43589","Saysd1",115.7,109.3,93.2,104.7,105.6,134,130.9,60.7,126,105.9,152.3,127.6,"SAYSD1"
"43590","Sbds",1624.2,1438.9,1837.3,1435.6,1326.7,1686.1,1512.3,2063.4,1709.8,1502.8,1572.9,1606.1,"SBDS"
"43591","Sbf1",4792.1,4752,3744.6,5227.1,5489,5887.7,4987.7,3171.7,4242.4,5773.5,5515.4,5394.6,"SBF1"
"43592","Sbf2",1378.7,1498,1670.3,1405.6,1512.4,1524.6,1663.5,1446.6,1393.8,1477.9,1463.2,1623.5,"SBF2"
"43593","Sbk1",1968.4,1676.2,1787.5,2154.6,1889.9,2128.4,1602.7,1835.6,2080.6,2268.2,2167.4,2445.4,"SBK1"
"43594","Sbk2",7.6,8.7,3.7,7.3,10.9,1.1,1.8,2,9.1,3,9.7,4.8,"SBK2"
"43595","Sbk3",53.1,63.4,63.6,77.1,82.5,63.8,60.8,92.5,64,59,70.7,57,"SBK3"
"43596","Sbno1",2774.4,2753.2,3306.5,2679.7,2648.6,2513.3,2682.8,3374.6,2745,2591,2551.2,2779,"SBNO1"
"43597","Sbno2",499.7,539.1,366.2,544.5,600.8,675.1,559.4,320.4,385,379.7,538.5,493.1,"SBNO2"
"43598","Sbp",0,3.3,0,0.8,1.2,1.1,0.9,2,0,0,1.2,0,"SBP"
"43599","Sbpl",0,3.3,0,3.2,0,0,0,0,1,1,1.2,0,"SBPL"
"43600","Sbsn",220.9,148.7,208.4,173.7,184.5,220.1,235,209.9,178.8,108.9,218.1,188.6,"SBSN"
"43601","Sbspon",3.8,14.2,1.8,8.1,4.9,7.4,3.7,1,4.1,2,14.6,17.4,"SBSPON"
"43602","Sc5d",1277.2,1416,1382.6,1365,1336.4,991.9,1133.6,1288.4,1142.9,1084.2,1061.2,1225.1,"SC5D"
"43603","Scaf1",4699.2,4440.4,4532.3,5636.1,5270.5,5808,4624.6,4506.8,4551.2,6033.3,4975.7,4825,"SCAF1"
"43604","Scaf11",1178.6,1248.7,1327.2,1257.9,1091.2,971.7,1147.4,1367,1000.7,1041.2,989.3,1221.2,"SCAF11"
"43605","Scaf4",1525.6,1540.6,2075.2,1921.7,1823.2,1736.1,1475.5,1842.5,1267.8,1588.8,1613.1,1653.5,"SCAF4"
"43606","Scaf8",1259.2,1314.3,1490.5,1402.3,1382.6,1150.3,1316,1387.9,1049.4,1271,1192.8,1445.6,"SCAF8"
"43607","Scai",1062,952.4,1308.8,843.2,922.5,687.9,905.9,1435.6,879.8,813.4,811.4,906,"SCAI"
"43608","Scamp1",2747.8,2859.3,3021.5,2370.5,2822.2,2208.2,2985.1,3136.9,2569.2,2593,2730.3,2486,"SCAMP1"
"43609","Scamp2",380.2,394.7,231.5,386.3,352,472,438.7,233.8,368.8,392.7,437.4,443.8,"SCAMP2"
"43610","Scamp3",1247.8,1243.2,1452.7,1776.5,1335.2,1491.6,1134.5,1587.8,1191.6,1752.6,1320.7,1237.7,"SCAMP3"
"43611","Scamp4",3.8,1.1,0,2.4,2.4,0,0.9,1,0,3,1.2,0,"SCAMP4"
"43612","Scamp5",8037.7,7844.2,6971.9,7892.2,8434.9,7782.2,8101.8,6871.6,8177,9245.8,7684.1,7863.2,"SCAMP5"
"43613","Scand1",494,446.1,240.7,538.1,437,881.3,482,224.8,611.6,691.5,782.2,453.5,"SCAND1"
"43614","Scap",2361,2520.3,1629.8,2446,2498.1,2594.1,2453.3,1516.2,1999.3,2848.8,2532.9,2562.4,"SCAP"
"43615","Scaper",612.5,686.7,713,588.4,632.4,454,635,758.1,475.4,601.5,450.8,596.6,"SCAPER"
"43616","Scara3",1024,650.6,806.1,843.2,662.8,776.1,566.8,746.2,856.4,751.4,534.9,717.5,"SCARA3"
"43617","Scara5",27.5,73.3,10.1,76.3,36.4,28.7,5.5,10.9,21.3,4,25.6,67.7,"SCARA5"
"43618","Scarb1",700.7,705.3,626.3,749.9,751.4,827.1,671.8,668.6,662.4,729.4,639.6,672,"SCARB1"
"43619","Scarb2",2546.8,2518.1,3238.3,2286.1,2309.9,1946.6,2206.3,2999.6,2387.4,2226.3,1825.1,2253.9,"SCARB2"
"43620","Scarf1",74.9,85.3,37.8,112,70.4,68,35.9,42.8,96.5,29,102.3,84.1,"SCARF1"
"43621","Scarf2",101.5,113.7,62.7,168,65.5,68,71,50.7,99.6,72.9,52.4,88,"SCARF2"
"43622","Scarletltr",0,0,0,0.8,0,0,0,0,0,0,0,0,"SCARLETLTR"
"43623","Scarna10",0,0,0,0,0,0,0,0,0,0,0,0,"SCARNA10"
"43624","Scarna13",2.8,1.1,0,0.8,2.4,1.1,1.8,1,1,1,1.2,4.8,"SCARNA13"
"43625","Scarna17",0.9,0,0.9,0.8,2.4,3.2,0,2,0,2,2.4,1,"SCARNA17"
"43626","Scarna2",0,3.3,0,0,2.4,0,0,0,3,0,1.2,1,"SCARNA2"
"43627","Scarna3a",0,0,0,0,1.2,0,0,0,0,0,0,0,"SCARNA3A"
"43628","Scarna3b",0,0,0,0,0,0,0,0,0,0,0,0,"SCARNA3B"
"43629","Scarna6",3.8,7.7,0,0,2.4,0,4.6,2,4.1,2,1.2,2.9,"SCARNA6"
"43630","Scarna8",0,0,0.9,0,0,0,0,0,0,0,1.2,1,"SCARNA8"
"43631","Scarna9",0,0,0,0,0,0,0,0,0,0,0,0,"SCARNA9"
"43632","Sccpdh",792.7,800.4,834.7,913,705.2,775,905.9,973,870.6,857.3,782.2,849,"SCCPDH"
"43633","Scd1",2985.8,3650.9,3904.2,4051.2,3319.8,2951.3,2671.7,3348.8,3651.1,2620,2213.7,3373.7,"SCD1"
"43634","Scd2",25476.7,27533.4,26899.6,28229.4,25405.5,18864.4,21504.5,25247,20787.3,21749.1,15894.5,24790.5,"SCD2"
"43635","Scd3",66.4,80.9,96.8,80.3,64.3,86.1,50.7,104.5,96.5,56,39,61.9,"SCD3"
"43636","Scd4",11.4,9.8,9.2,13,3.6,9.6,11.1,10.9,8.1,12,4.9,8.7,"SCD4"
